"","region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
"24766","72020",4134,95,0,0,3,18610,295,42.1
"24767","72021",4025,49,48,0,1,15633,271,45.5
"24768","72022",15247,87,8,1,1,28383,693,35.3
"24769","72023",35496,90,2,1,4,25318,578,34.8
"24770","72024",3551,90,8,0,1,22544,363,43.4
"24771","72025",857,77,23,0,0,13980,520,28.7
"24772","72026",449,71,29,0,0,27096,NA,53.2
"24773","72027",1743,97,0,1,0,23507,292,35.9
"24774","72029",1776,66,26,0,7,17103,273,43.3
"24775","72030",676,98,1,0,0,23474,NA,50.9
"24776","72031",7336,93,2,0,3,18566,323,39.7
"24777","72032",31710,76,17,0,5,22640,558,32.9
"24778","72034",45971,78,12,3,4,27225,571,29.4
"24779","72035",1713,65,22,6,4,2509,NA,19.5
"24780","72036",757,34,64,0,1,13850,197,47
"24781","72037",41,32,66,0,2,18676,NA,33.3
"24782","72038",44,52,48,0,0,20357,NA,77.1
"24783","72039",2402,75,13,0,2,19838,402,40.8
"24784","72040",2949,89,6,1,3,17020,245,44.2
"24785","72041",1424,80,20,0,0,18775,306,42.6
"24786","72042",4987,79,16,0,2,21739,346,41.8
"24787","72044",906,100,0,0,0,29530,679,53.7
"24788","72045",1181,89,8,0,2,22272,NA,54
"24789","72046",4741,68,30,0,2,18153,309,39.3
"24790","72047",880,97,0,0,1,19874,314,35.4
"24791","72048",36,100,0,0,0,18706,NA,41.8
"24792","72051",482,75,0,0,0,14333,NA,41.9
"24793","72055",816,84,5,0,10,19964,383,35.8
"24794","72057",1160,93,7,0,0,22983,655,41.1
"24795","72058",15923,94,1,0,3,22714,480,35.5
"24796","72059",26,42,58,0,0,26496,NA,68.6
"24797","72060",298,97,0,0,2,14504,460,44
"24798","72061",149,100,0,0,0,30028,NA,42.6
"24799","72063",1597,89,4,0,1,19248,422,40.2
"24800","72064",2556,85,15,0,0,19851,334,45.2
"24801","72065",4550,83,15,1,1,26723,426,40.5
"24802","72067",2974,96,1,0,2,21482,432,54.2
"24803","72068",472,94,0,0,5,17061,391,35.8
"24804","72069",2018,44,56,0,0,18411,280,43.9
"24805","72070",1802,99,0,0,1,22764,368,40.9
"24806","72072",564,72,21,0,6,17123,269,32.5
"24807","72073",966,76,22,0,1,20946,275,40.8
"24808","72074",96,99,0,0,0,15211,NA,52.5
"24809","72076",38910,63,26,2,6,20927,520,34.5
"24810","72079",766,93,7,0,0,20873,NA,44.2
"24811","72080",1048,90,0,0,8,14291,323,31.5
"24812","72081",7852,86,3,0,9,21421,417,42.1
"24813","72082",1922,67,13,0,19,19209,310,38.5
"24814","72083",260,62,30,1,7,22514,263,44.8
"24815","72084",1582,63,12,0,25,14099,329,32.8
"24816","72085",222,95,0,0,5,15486,386,39.7
"24817","72086",11085,80,13,1,4,22863,498,40.1
"24818","72087",1946,97,0,0,2,23599,388,51.8
"24819","72088",2523,99,0,0,1,21209,608,65.9
"24820","72099",488,68,23,2,8,17434,NA,21
"24821","72101",3413,86,12,0,1,22029,285,42.7
"24822","72102",2299,96,1,1,1,23336,375,45
"24823","72103",12925,73,15,1,6,20765,446,36.2
"24824","72104",22915,78,16,0,3,18952,430,39.5
"24825","72106",5630,90,4,0,3,23331,482,37.5
"24826","72107",342,18,82,0,0,18582,325,42.7
"24827","72108",26,62,38,0,0,35838,NA,67.4
"24828","72110",11924,80,14,0,5,18919,421,39.1
"24829","72111",982,98,1,0,1,26211,380,46.1
"24830","72112",11646,71,22,0,3,13828,337,38.6
"24831","72113",21787,73,19,2,2,34597,751,34
"24832","72114",12218,21,75,0,3,12888,418,33.9
"24833","72116",21979,77,16,1,4,35092,681,41.5
"24834","72117",12858,30,65,0,3,18563,530,40
"24835","72118",23950,55,28,0,14,19789,517,34.2
"24836","72119",79,63,19,0,18,9254,NA,19.3
"24837","72120",30523,76,16,1,5,29455,611,38.2
"24838","72121",2428,96,0,0,2,22220,417,43.8
"24839","72122",881,98,0,0,0,26391,NA,48.9
"24840","72123",373,85,13,0,0,16862,354,44.3
"24841","72125",952,90,0,1,9,18485,358,43.8
"24842","72126",3696,91,1,0,4,24022,391,43.5
"24843","72127",2084,70,21,0,7,21322,420,39
"24844","72128",802,99,0,0,0,19234,345,42.4
"24845","72129",1286,95,3,0,0,18487,346,45
"24846","72130",388,90,0,0,2,24970,NA,55.9
"24847","72131",5010,94,0,0,3,23873,352,36.2
"24848","72132",2878,91,6,0,1,24599,426,40.5
"24849","72134",442,98,2,0,0,25308,372,41.5
"24850","72135",2528,92,3,0,0,31010,418,46.1
"24851","72136",1727,98,0,0,2,22948,382,38.7
"24852","72137",2158,92,0,1,6,19505,530,40.3
"24853","72139",281,100,0,0,0,15294,150,38.2
"24854","72140",296,100,0,0,0,20941,250,48.3
"24855","72141",566,100,0,0,0,15728,NA,35.9
"24856","72142",2733,66,32,0,2,27539,490,45.2
"24857","72143",36293,89,5,1,3,22315,487,31.6
"24858","72149",0,NA,NA,NA,NA,NA,NA,NA
"24859","72150",11717,96,2,1,0,25008,519,39.6
"24860","72152",351,69,31,0,0,23780,381,48.6
"24861","72153",2410,98,0,0,1,18669,235,49
"24862","72156",587,95,0,0,1,16551,NA,48.1
"24863","72157",1191,90,7,0,2,26935,243,51.1
"24864","72160",10774,62,32,1,3,23613,420,41.1
"24865","72165",0,NA,NA,NA,NA,NA,NA,NA
"24866","72166",307,100,0,0,0,21864,NA,49.9
"24867","72167",1970,97,2,0,1,18530,319,37.2
"24868","72168",2283,57,39,0,3,4209,NA,37
"24869","72169",161,99,0,0,1,33434,325,54.9
"24870","72170",164,81,17,0,0,17540,NA,52.5
"24871","72173",9614,96,0,0,3,27007,477,34.6
"24872","72175",276,35,65,0,0,15537,268,44.4
"24873","72176",9013,96,0,0,3,19421,523,32.5
"24874","72179",398,100,0,0,0,12037,NA,53.6
"24875","72181",45,100,0,0,0,23316,NA,58.8
"24876","72201",947,87,7,0,6,58872,688,41.4
"24877","72202",10704,42,51,2,3,27575,579,37.7
"24878","72204",31266,20,71,1,7,16658,550,34
"24879","72205",22278,66,23,4,5,30392,620,36.1
"24880","72206",24699,45,49,0,3,18641,456,42.7
"24881","72207",10278,90,6,1,1,51912,711,40.4
"24882","72209",31758,16,64,0,18,14405,528,27.8
"24883","72210",14704,55,34,2,5,27263,631,39.3
"24884","72211",22015,57,28,10,3,33481,667,33.7
"24885","72212",13597,80,14,2,1,46622,719,42.1
"24886","72223",20887,76,14,6,2,47936,793,38.7
"24887","72227",12538,68,26,2,3,39811,624,39
"24888","72301",25889,33,63,1,1,17523,472,34.9
"24889","72311",172,38,49,0,12,13341,413,36.5
"24890","72315",24120,53,42,0,3,19837,409,34.4
"24891","72320",1369,41,57,0,2,461,NA,40.3
"24892","72321",147,71,12,0,17,23783,445,32.3
"24893","72322",282,66,19,1,13,14438,338,31.6
"24894","72324",2048,95,3,0,0,18396,373,44.6
"24895","72325",26,85,0,0,0,37558,NA,56
"24896","72326",1925,70,28,0,2,20813,410,49.6
"24897","72327",1485,39,46,0,14,17784,403,38.4
"24898","72328",13,100,0,0,0,38400,NA,60.9
"24899","72329",105,100,0,0,0,15663,NA,43.3
"24900","72330",762,79,2,0,19,13903,333,29.6
"24901","72331",3393,18,82,0,0,12617,313,31.5
"24902","72332",106,9,91,0,0,5283,256,19.7
"24903","72333",850,30,39,0,20,13034,304,31.3
"24904","72335",19580,36,56,0,5,15098,413,35.9
"24905","72338",15,100,0,0,0,NA,NA,NA
"24906","72339",143,16,84,0,0,13980,NA,50.1
"24907","72340",58,0,100,0,0,20552,NA,56.7
"24908","72341",307,50,50,0,0,18317,419,27.5
"24909","72342",5356,38,60,0,2,16139,284,30.5
"24910","72346",685,80,14,0,2,18634,295,42.6
"24911","72347",689,99,0,0,1,19479,216,45.3
"24912","72348",2880,42,53,0,4,15286,315,37.5
"24913","72350",1296,67,28,0,3,18188,313,37.1
"24914","72351",655,96,1,0,2,17540,383,35.7
"24915","72353",102,61,39,0,0,13863,NA,32.6
"24916","72354",2373,82,14,0,2,14305,248,36.6
"24917","72355",2526,49,48,0,2,23164,364,52.5
"24918","72358",1396,42,54,0,3,13524,291,33.1
"24919","72359",495,0,100,0,0,8809,170,36.1
"24920","72360",6261,35,64,0,1,13094,309,37.5
"24921","72364",16185,67,28,0,3,23947,559,31.7
"24922","72365",2902,72,24,0,3,19673,269,45.2
"24923","72366",2424,43,56,0,0,16993,317,41.8
"24924","72367",116,24,76,0,0,12191,NA,47.7
"24925","72368",1346,74,22,0,3,20806,281,41.8
"24926","72370",8505,48,48,0,1,16337,357,34.4
"24927","72372",2285,77,21,0,1,18530,233,37.6
"24928","72373",1585,37,63,0,0,16164,288,45.6
"24929","72374",935,48,47,0,0,17701,NA,48.7
"24930","72376",1608,63,32,0,1,24439,425,44
"24931","72377",18,100,0,0,0,NA,NA,NA
"24932","72379",61,95,5,0,0,17911,NA,48.1
"24933","72383",0,NA,NA,NA,NA,NA,NA,NA
"24934","72384",837,52,42,0,5,21678,239,45.4
"24935","72386",1702,91,6,0,1,20112,293,46.2
"24936","72389",249,41,59,0,0,22275,211,31.9
"24937","72390",8575,26,74,0,0,15022,406,34.1
"24938","72392",393,62,36,0,0,18919,150,55.1
"24939","72394",774,27,62,0,11,16513,380,29.5
"24940","72395",957,64,25,2,10,19425,292,40.3
"24941","72396",13312,74,21,1,2,18988,449,38.5
"24942","72401",55197,71,20,1,6,20130,512,31.6
"24943","72404",23665,86,8,2,2,33027,603,33.5
"24944","72410",544,89,6,0,0,11878,NA,41.3
"24945","72411",2297,93,4,0,2,18873,432,38
"24946","72412",581,71,0,1,11,24762,NA,43.1
"24947","72413",658,97,0,0,1,15834,222,44.5
"24948","72414",360,99,0,0,1,17715,417,34.3
"24949","72415",1312,98,0,0,0,16076,309,36.8
"24950","72416",7000,96,1,0,3,18816,460,32.7
"24951","72417",3904,99,0,0,0,21543,455,37.3
"24952","72419",1622,94,0,0,6,17120,334,47.7
"24953","72421",322,96,0,2,2,16869,352,51.3
"24954","72422",4974,96,0,0,2,18323,297,47.2
"24955","72424",67,100,0,0,0,20509,NA,55.8
"24956","72425",373,100,0,0,0,11984,NA,33.4
"24957","72426",218,100,0,0,0,20906,313,48.8
"24958","72427",193,98,0,0,0,18002,374,37.5
"24959","72428",61,93,3,0,0,15926,NA,24.2
"24960","72429",370,98,1,0,0,21058,231,52.5
"24961","72430",369,98,0,0,1,17548,500,46.2
"24962","72431",464,99,0,0,0,17504,343,41
"24963","72432",6560,95,3,0,1,15388,337,38.3
"24964","72433",3168,92,1,0,1,15386,321,40
"24965","72434",1857,89,2,0,0,16411,234,37.2
"24966","72435",530,99,0,0,0,20780,267,37.7
"24967","72436",893,93,0,0,5,17473,188,38.7
"24968","72437",3007,92,1,0,5,18703,398,40.2
"24969","72438",2587,90,0,0,10,17110,256,34
"24970","72440",226,96,0,0,1,16716,403,27.7
"24971","72441",85,100,0,0,0,26175,NA,57.1
"24972","72442",4652,90,0,0,5,22457,303,39.5
"24973","72443",3325,99,0,0,0,20390,323,33.6
"24974","72444",1426,98,0,0,0,18015,257,45
"24975","72445",65,100,0,0,0,11514,NA,40.4
"24976","72447",1937,92,0,0,5,22708,308,44.1
"24977","72449",217,97,0,0,3,14152,NA,31.2
"24978","72450",36018,95,1,0,2,19791,455,38.3
"24979","72453",122,100,0,0,0,18407,NA,55.3
"24980","72454",5242,96,0,0,2,17576,337,38.7
"24981","72455",12920,96,0,0,2,19724,337,40.5
"24982","72456",626,97,0,0,1,23339,99,42.7
"24983","72457",135,100,0,0,0,18859,205,55.8
"24984","72458",745,100,0,0,0,22585,NA,49.4
"24985","72459",1527,99,0,0,0,12355,278,49.2
"24986","72460",573,100,0,0,0,17942,99,51.6
"24987","72461",3566,97,0,0,1,19034,221,42.8
"24988","72462",340,96,0,0,4,19125,206,46.1
"24989","72464",64,92,0,0,0,9183,244,47.8
"24990","72466",1677,97,0,0,0,17252,99,38.9
"24991","72467",217,69,27,4,0,1709,NA,19.4
"24992","72469",1197,98,0,0,2,17430,283,43.6
"24993","72470",150,89,0,0,8,20918,127,46.4
"24994","72471",1049,97,3,0,0,21105,315,45
"24995","72472",9476,89,6,0,3,16261,323,37.2
"24996","72473",2604,86,9,0,2,17487,322,45.9
"24997","72476",6901,97,1,0,2,15608,367,38.4
"24998","72478",417,92,5,0,4,19306,NA,49.2
"24999","72479",1788,93,0,0,3,22151,335,44
"25000","72482",1121,89,0,0,1,10803,218,48.9
"25001","72501",24776,87,4,0,8,21284,420,37.6
"25002","72512",2299,94,1,0,2,17445,322,60.9
"25003","72513",2879,93,1,4,1,14842,403,44.7
"25004","72515",18,100,0,0,0,NA,NA,NA
"25005","72517",615,99,0,0,0,15042,NA,37.9
"25006","72519",3038,88,3,0,5,16245,341,46.8
"25007","72520",518,100,0,0,0,12648,NA,52.2
"25008","72521",4806,96,2,0,1,16572,379,39.2
"25009","72522",545,100,0,0,0,21220,NA,40.6
"25010","72523",1083,100,0,0,0,14341,NA,41.7
"25011","72524",267,100,0,0,0,12967,NA,26
"25012","72526",157,66,0,4,0,12373,131,30.1
"25013","72527",558,100,0,0,0,29942,NA,49.4
"25014","72528",99,100,0,0,0,13909,NA,28.2
"25015","72529",4552,93,0,3,4,18796,447,51.2
"25016","72530",1886,97,0,0,2,18757,NA,44.8
"25017","72531",648,98,0,0,0,21482,NA,61.5
"25018","72532",2172,100,0,0,0,16382,396,42.7
"25019","72533",535,99,0,0,0,14587,325,40.3
"25020","72534",1669,96,0,0,4,20833,419,38.2
"25021","72536",316,90,0,0,5,19428,296,42.5
"25022","72537",508,96,0,0,0,15738,NA,63.7
"25023","72538",456,100,0,0,0,17320,NA,35.1
"25024","72539",106,100,0,0,0,17647,NA,69.7
"25025","72540",219,100,0,0,0,18951,284,37.1
"25026","72542",3628,95,0,2,0,18922,328,46.7
"25027","72543",12643,96,1,0,2,22396,499,44.4
"25028","72544",591,96,0,4,0,18451,NA,60.3
"25029","72546",246,93,0,0,0,28194,NA,53.9
"25030","72550",844,100,0,0,0,18186,653,42.5
"25031","72553",69,100,0,0,0,13219,NA,39.9
"25032","72554",2854,95,0,0,1,18991,280,50.6
"25033","72555",139,100,0,0,0,19711,NA,63.9
"25034","72556",2838,97,0,0,0,20045,361,47.3
"25035","72560",8783,96,0,1,2,17817,298,47.6
"25036","72561",919,94,0,2,0,25197,271,51.1
"25037","72562",2592,93,1,0,2,18926,383,39.4
"25038","72564",686,94,1,0,0,11116,331,46.6
"25039","72565",930,97,0,0,0,16415,352,51.3
"25040","72566",527,100,0,0,0,17287,NA,41.2
"25041","72567",399,97,0,0,0,16317,NA,52.9
"25042","72568",1362,97,0,1,2,18420,340,44.1
"25043","72569",465,96,0,0,4,18575,NA,56.1
"25044","72571",356,100,0,0,0,9738,NA,42.3
"25045","72572",221,100,0,0,0,17637,NA,44.5
"25046","72573",257,100,0,0,0,14973,NA,35.3
"25047","72576",4331,97,0,0,2,20067,296,38.4
"25048","72577",697,90,0,1,1,21972,283,45.8
"25049","72578",342,100,0,0,0,16194,NA,56.5
"25050","72579",1043,95,0,0,0,15711,440,35.3
"25051","72581",1091,98,0,0,2,29157,282,45.2
"25052","72583",1645,96,0,0,3,19215,280,56.6
"25053","72584",817,100,0,0,0,20942,NA,48.2
"25054","72585",196,92,0,0,8,14764,NA,24.6
"25055","72587",140,100,0,0,0,22619,NA,64.8
"25056","72601",30604,95,0,1,2,22551,422,40.6
"25057","72611",1801,93,0,2,3,22931,401,37.4
"25058","72616",10107,82,0,0,15,18197,399,37.3
"25059","72617",199,100,0,0,0,18365,324,73.3
"25060","72619",2042,97,0,0,2,19172,460,61.4
"25061","72623",795,90,0,0,0,25618,NA,33.6
"25062","72624",460,100,0,0,0,21112,NA,34.7
"25063","72626",1414,96,0,0,2,20803,469,50.6
"25064","72628",943,83,0,0,0,14285,NA,43.5
"25065","72629",413,88,0,0,0,16780,293,51.2
"25066","72630",181,98,0,0,0,18185,NA,48.8
"25067","72631",4586,95,0,0,2,27456,564,59.6
"25068","72632",4176,94,0,1,2,23852,519,54.7
"25069","72633",1893,96,0,0,2,22909,463,43.5
"25070","72634",4963,93,0,1,3,16558,385,43.5
"25071","72635",3513,97,0,0,3,16278,448,37.4
"25072","72636",19,95,0,0,0,44337,NA,59.5
"25073","72638",6784,67,0,1,29,18890,405,37.2
"25074","72639",920,100,0,0,0,10713,249,38.2
"25075","72640",363,100,0,0,0,15687,205,32.6
"25076","72641",2636,93,1,0,1,16128,224,48.6
"25077","72642",1839,99,0,0,1,22450,605,67
"25078","72644",2419,95,0,0,4,15714,438,46.5
"25079","72645",1506,94,0,0,0,17044,288,50.7
"25080","72648",597,100,0,0,0,18061,NA,52.5
"25081","72650",4361,93,1,1,2,16840,274,44.1
"25082","72651",1224,100,0,0,0,17379,469,51.8
"25083","72653",28482,95,0,1,2,22762,465,51.2
"25084","72655",396,100,0,0,0,14690,NA,60.5
"25085","72658",2128,96,2,0,2,14423,467,43.2
"25086","72660",715,97,0,0,0,15324,333,44.8
"25087","72661",307,83,0,0,0,20042,330,58.6
"25088","72662",2674,94,0,0,3,20256,493,49.8
"25089","72663",500,96,0,0,4,13831,NA,31
"25090","72666",172,100,0,0,0,20784,NA,52.8
"25091","72668",564,100,0,0,0,16526,NA,58.2
"25092","72669",188,100,0,0,0,13398,NA,51.4
"25093","72670",131,100,0,0,0,11009,NA,33
"25094","72672",247,95,0,0,4,14711,369,54.9
"25095","72675",1197,95,0,0,0,18196,345,57.3
"25096","72677",485,100,0,0,0,12571,346,35.2
"25097","72679",16,100,0,0,0,NA,NA,NA
"25098","72680",769,98,0,0,2,23495,NA,46.6
"25099","72682",149,100,0,0,0,24047,NA,64.5
"25100","72683",248,100,0,0,0,16581,NA,43.9
"25101","72685",1413,99,0,0,0,20536,375,37.4
"25102","72686",173,100,0,0,0,12731,NA,51.4
"25103","72687",6355,95,1,0,2,18031,366,50.5
"25104","72701",40760,81,7,2,6,22499,558,26.4
"25105","72703",30112,81,5,4,7,31631,536,30.5
"25106","72704",21113,83,4,2,8,27114,651,30.8
"25107","72712",42380,79,2,7,7,34130,595,32.6
"25108","72714",12202,93,0,3,3,30937,826,43.1
"25109","72715",14998,94,1,0,3,32977,820,60.7
"25110","72717",780,90,0,0,4,20183,412,49.4
"25111","72718",2069,93,0,0,6,29170,773,34.4
"25112","72719",9247,75,3,5,12,25154,633,29.4
"25113","72721",378,100,0,0,0,10048,NA,42
"25114","72722",3171,66,0,4,26,16971,438,37.7
"25115","72727",5996,89,0,1,6,20171,515,37.6
"25116","72729",146,100,0,0,0,22266,NA,44.8
"25117","72730",7935,90,0,1,6,24383,630,36.6
"25118","72732",4581,90,1,0,1,22404,570,46.8
"25119","72734",7481,79,0,7,9,20107,457,33
"25120","72736",5202,88,1,0,6,20913,438,37.7
"25121","72738",2783,88,0,4,6,22179,393,42.3
"25122","72739",532,72,0,0,28,13719,NA,26.3
"25123","72740",9034,91,0,1,5,18218,396,36.4
"25124","72742",276,92,0,0,6,14069,NA,56.2
"25125","72744",4749,86,1,1,5,17662,459,35.7
"25126","72745",11159,77,1,2,18,24587,612,35.8
"25127","72747",181,51,0,49,0,14639,NA,23.7
"25128","72749",104,78,7,0,0,21518,NA,48.6
"25129","72751",5972,95,1,0,4,22051,690,35
"25130","72752",372,94,0,0,0,20767,NA,56
"25131","72753",7924,91,0,3,2,24781,518,40
"25132","72756",39202,68,1,1,26,22847,509,36.7
"25133","72758",36055,67,1,3,26,29848,699,30.8
"25134","72760",281,100,0,0,0,18078,316,52.1
"25135","72761",22615,68,2,2,19,19401,497,31.1
"25136","72762",35924,72,1,2,20,25549,595,34.5
"25137","72764",52101,48,2,2,38,16812,515,28.1
"25138","72768",1251,93,1,0,2,15919,330,42.1
"25139","72769",1229,58,0,29,6,16139,NA,34.6
"25140","72773",1052,86,0,0,14,16484,366,41.1
"25141","72774",6573,90,4,0,2,21032,488,39.6
"25142","72776",720,99,0,0,0,17014,NA,48.1
"25143","72801",18252,78,6,1,11,16460,454,27.5
"25144","72802",21872,85,3,1,9,22851,520,40.1
"25145","72821",2109,97,0,0,2,16291,409,42.7
"25146","72823",6424,96,1,0,2,18097,399,37.2
"25147","72824",1817,65,0,3,31,16111,392,29.7
"25148","72826",69,100,0,0,0,10213,NA,26.7
"25149","72827",151,100,0,0,0,15999,NA,60.1
"25150","72828",82,100,0,0,0,30527,NA,49.3
"25151","72830",15319,78,3,1,17,18235,462,37.1
"25152","72832",1031,94,0,0,3,16555,364,40.1
"25153","72833",4297,49,3,2,45,17870,380,36.7
"25154","72834",11140,81,3,1,14,17019,398,40.2
"25155","72835",759,99,0,0,1,17221,321,48.2
"25156","72837",7752,95,0,1,2,20413,361,39.8
"25157","72838",158,100,0,0,0,14018,NA,48.3
"25158","72839",205,93,0,0,7,14493,NA,57.1
"25159","72840",2062,89,0,3,6,18284,418,36.6
"25160","72841",276,100,0,0,0,19379,NA,54.4
"25161","72842",1252,95,0,4,1,17262,368,40.9
"25162","72843",2399,98,0,1,1,19702,460,34.3
"25163","72845",1186,99,0,0,0,30331,356,47.3
"25164","72846",4052,84,0,0,12,21305,430,38.2
"25165","72847",2688,98,0,0,0,21046,394,44.6
"25166","72851",549,80,0,17,0,21061,NA,51.7
"25167","72852",191,100,0,0,0,21053,NA,46.7
"25168","72853",2007,88,0,0,9,17178,231,38.8
"25169","72854",681,93,0,0,0,20553,NA,47.6
"25170","72855",5640,93,3,1,1,18787,347,44.3
"25171","72856",528,94,0,0,0,24773,NA,52.1
"25172","72857",1544,96,2,0,1,15065,323,41.1
"25173","72858",3296,90,0,1,7,21465,451,34.3
"25174","72860",287,100,0,0,0,18866,NA,51.9
"25175","72863",1515,93,0,2,4,19527,338,44.1
"25176","72865",2051,87,2,1,6,14566,369,26.2
"25177","72901",22822,67,7,3,16,17159,433,32.1
"25178","72903",25475,77,7,4,7,31565,515,41.2
"25179","72904",21217,34,12,9,39,12165,399,30.8
"25180","72908",13556,79,7,4,4,28417,574,38
"25181","72916",7521,78,1,8,7,36670,753,40.5
"25182","72921",14208,91,2,2,4,20017,409,34.6
"25183","72923",4834,77,3,7,10,18370,469,34.3
"25184","72926",425,93,0,5,2,25261,NA,54.5
"25185","72927",8775,95,2,1,1,19779,324,43.3
"25186","72928",526,94,0,0,6,19609,425,47.4
"25187","72930",357,91,0,4,0,24558,NA,44.2
"25188","72932",2048,94,0,0,2,18944,515,43.6
"25189","72933",4551,95,1,0,2,21430,446,38.4
"25190","72934",1446,96,0,0,0,12177,358,41.2
"25191","72935",495,97,0,0,0,17279,415,47.6
"25192","72936",14990,94,0,1,1,25908,504,37.8
"25193","72937",3916,90,0,1,3,18823,338,42.7
"25194","72938",1646,97,0,0,0,20233,472,40.8
"25195","72940",1943,92,1,0,2,20183,455,48
"25196","72941",5906,93,1,0,4,22857,487,39.5
"25197","72943",2471,86,0,2,5,21567,348,45.8
"25198","72944",2934,87,0,1,4,22681,444,44.3
"25199","72945",334,92,0,0,1,22310,425,55.1
"25200","72946",3359,95,0,0,0,19373,414,44.9
"25201","72947",5047,95,0,0,1,16736,335,38.6
"25202","72948",384,100,0,0,0,8512,430,47.6
"25203","72949",10084,92,1,0,4,19855,417,42.2
"25204","72950",491,96,0,0,2,22721,NA,45.1
"25205","72951",1314,84,2,0,0,21282,421,40.6
"25206","72952",2961,95,0,0,0,19355,236,45
"25207","72955",226,100,0,0,0,14685,NA,58.5
"25208","72956",32685,81,2,2,10,20051,436,37.1
"25209","72958",7531,83,0,5,9,17369,303,37.7
"25210","72959",2920,96,0,0,1,19945,454,38.9
"25211","73002",1082,90,0,0,4,17647,343,34.4
"25212","73003",20721,76,8,2,7,30693,768,33.5
"25213","73004",770,87,0,0,3,27639,471,40.2
"25214","73005",9386,39,3,0,12,15994,299,35.5
"25215","73006",3993,66,1,0,7,19756,339,38.3
"25216","73007",2048,77,7,0,6,38647,1253,48.8
"25217","73008",19867,71,7,1,13,21360,558,35.4
"25218","73009",1243,77,0,0,4,19445,347,40.7
"25219","73010",17738,86,0,0,4,24734,503,37.1
"25220","73011",469,86,0,0,3,21503,468,41.5
"25221","73012",27462,80,9,2,4,37564,1194,32.7
"25222","73013",46457,76,9,5,4,38470,885,34.7
"25223","73014",1642,88,2,0,3,26515,412,39.8
"25224","73015",2772,61,1,0,16,18752,281,38.3
"25225","73016",1591,93,0,0,2,25668,341,37.5
"25226","73017",1940,82,1,0,5,19621,361,40.6
"25227","73018",20032,78,5,1,7,22005,443,37.4
"25228","73019",77,78,0,12,0,817,NA,19.5
"25229","73020",21499,85,3,1,3,29985,631,40.1
"25230","73021",271,89,2,0,1,32810,240,53.6
"25231","73024",600,92,0,0,5,25466,313,49.7
"25232","73025",12018,90,1,1,2,49819,1883,37.6
"25233","73026",11224,80,1,1,6,35768,499,45
"25234","73027",1406,54,36,0,1,20899,286,40.6
"25235","73028",3432,79,2,0,3,22561,433,41
"25236","73029",1723,81,1,0,1,18262,362,37.1
"25237","73030",4317,75,2,0,5,22676,421,44.8
"25238","73032",311,79,3,0,2,16291,465,45.6
"25239","73033",443,58,1,0,33,14533,289,36.3
"25240","73034",41918,82,5,4,5,38061,609,35.2
"25241","73036",18888,68,5,1,13,22594,464,39
"25242","73038",2178,70,2,3,3,20266,290,40.7
"25243","73040",1765,67,4,0,10,23889,221,34.8
"25244","73041",332,90,0,0,1,37272,231,51.8
"25245","73042",1002,68,0,0,8,21646,275,40.8
"25246","73043",157,98,0,0,0,25934,332,49.7
"25247","73044",20834,77,11,0,4,20972,464,38.4
"25248","73045",10052,84,1,0,4,23302,525,38.1
"25249","73047",5024,63,7,0,14,15574,420,32.9
"25250","73048",1924,89,0,0,7,24071,359,42
"25251","73049",6257,80,5,1,6,26008,507,37.8
"25252","73050",824,3,86,0,0,4956,NA,20.7
"25253","73051",10072,76,4,0,6,16207,444,39.8
"25254","73052",6332,85,0,0,4,25279,395,36.2
"25255","73053",719,74,3,1,14,20358,244,45.1
"25256","73054",3802,81,5,1,7,24056,518,45.3
"25257","73055",9950,85,1,0,2,23349,380,42.5
"25258","73056",654,86,2,0,6,24191,296,42.8
"25259","73057",2581,74,0,1,6,18709,326,39.7
"25260","73058",396,79,13,0,3,29917,575,48.6
"25261","73059",2493,87,0,1,4,23291,441,44
"25262","73061",1791,83,1,0,3,23738,513,39
"25263","73062",1527,84,1,0,2,27437,265,48.2
"25264","73063",663,98,0,0,2,26745,450,46.5
"25265","73064",21415,85,0,1,6,28522,751,35.2
"25266","73065",6686,82,1,0,4,28499,559,38.9
"25267","73066",446,89,1,0,2,12520,418,25.7
"25268","73067",2024,87,0,0,3,26728,398,47.7
"25269","73068",11175,86,0,1,2,19858,567,34.7
"25270","73069",24706,79,3,2,7,23957,574,30.5
"25271","73071",36983,74,7,4,6,24559,609,29.5
"25272","73072",45246,76,4,5,5,30193,703,27.1
"25273","73073",575,87,0,0,0,27725,310,46.4
"25274","73074",1087,81,0,0,6,20116,406,36
"25275","73075",9469,71,4,0,14,19878,411,40.8
"25276","73077",7096,89,2,0,2,21636,387,40.5
"25277","73078",8185,85,2,0,6,32752,793,37.7
"25278","73079",624,90,0,0,2,21073,367,32.8
"25279","73080",9658,75,2,0,14,24352,406,38.9
"25280","73082",2442,89,0,0,1,16865,288,45.2
"25281","73084",6967,24,66,1,1,18088,414,40.2
"25282","73086",8385,76,1,0,6,21589,468,40.2
"25283","73089",12535,85,0,0,2,26157,472,37.8
"25284","73090",1697,84,5,0,7,19108,388,36.5
"25285","73092",954,69,6,0,6,18905,350,36.7
"25286","73093",2754,86,0,0,4,26320,437,35.1
"25287","73095",1991,82,0,1,4,20899,412,35.6
